Format Version,1.23,Take Name,Take 2026-05-07 12.43.55 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-07 12.43.55.094 PM,Capture Start Frame,1064082,Total Frames in Take,88467,Total Exported Frames,88467,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
46836,390.3,-17.497389,-37.828468,-13.951585,1579.778687,1178.691406,645.652039,124.709732,85.215073,-122.794220,1437.583984,993.297363,-649.830261
46837,390.308,-17.945137,-37.975864,-14.267027,1575.579102,1178.652954,646.340271,124.134521,85.291306,-122.073311,1440.321533,993.904419,-649.656860
46838,390.317,-17.769201,-37.820015,-14.227763,1571.424194,1178.718140,646.699036,123.781815,85.239281,-121.778214,1442.588989,993.490723,-649.828430
46839,390.325,-18.296162,-38.139839,-14.618255,1566.930054,1179.297729,646.219055,125.132935,85.247818,-123.101418,1445.436523,993.109924,-650.240051
46840,390.333,-17.903826,-37.858856,-14.548793,1562.844238,1178.541016,648.184326,124.674652,85.144356,-122.719116,1448.175049,993.257141,-650.144531
46841,390.342,-17.808479,-37.555153,-14.365108,1558.842651,1179.074951,649.127075,124.240196,85.116135,-122.349670,1450.327881,993.267273,-650.169434
46842,390.35,-17.683550,-37.913296,-14.140425,1554.392334,1178.663208,648.938660,126.455956,85.362137,-124.545334,1453.308960,993.316284,-650.684509
46843,390.358,-17.933933,-37.993408,-13.952767,1549.938721,1178.498779,650.050232,124.565224,85.224861,-122.722809,1455.038940,992.961975,-650.757141
46844,390.367,-17.634274,-37.322147,-13.980600,1545.527710,1178.390991,650.797668,127.036545,85.191711,-125.084305,1457.743652,993.010132,-651.168091
46845,390.375,-17.966484,-37.779842,-14.045633,1541.602539,1178.521362,651.634033,126.203384,85.018349,-124.329018,1459.393799,993.313843,-650.968323
46846,390.383,-18.043085,-38.161526,-14.083110,1536.645996,1178.731201,652.114319,126.556862,85.123245,-124.717850,1461.672241,993.242676,-651.212402
46847,390.392,-17.872686,-38.157543,-14.120654,1532.494873,1178.238647,652.666626,127.962845,85.141861,-126.166214,1463.813599,993.256958,-651.356201
46848,390.4,-17.963400,-38.006752,-14.206125,1529.058350,1178.860596,653.861877,127.103607,85.096680,-125.377724,1465.337769,992.739197,-651.698547
46849,390.408,-17.779835,-37.518925,-14.414621,1525.776733,1178.767700,655.135437,124.477303,85.083237,-122.734291,1466.950806,992.777466,-651.664734
46850,390.417,-17.801287,-37.406651,-14.708679,1521.947876,1179.289307,655.504333,125.374474,85.113594,-123.627998,1468.971313,992.950623,-651.922852
46851,390.425,-18.167381,-37.710373,-14.904121,1517.718506,1179.353760,655.668030,125.078239,85.267128,-123.354950,1471.293579,992.955994,-652.157288
46852,390.433,-18.238739,-37.539581,-15.267966,1513.613403,1179.579468,656.698242,123.844742,85.308754,-122.178535,1472.913452,993.033508,-652.057434
46853,390.442,-17.902489,-36.999355,-14.550689,1510.992554,1179.305176,657.206726,126.581108,85.350922,-124.945297,1474.940552,993.003418,-652.766907
46854,390.45,-18.024008,-37.322968,-14.742562,1506.194336,1179.069946,657.917053,126.397186,85.395683,-124.786751,1476.330933,992.942688,-652.926880
46855,390.458,-18.119926,-37.657326,-14.608224,1502.574219,1178.225952,659.341980,124.132759,85.436531,-122.577225,1478.331055,992.671631,-653.463623
46856,390.467,-18.024790,-37.404751,-14.383992,1498.273071,1178.992065,658.542175,126.733986,85.431534,-125.109871,1481.091309,993.040527,-653.622437
46857,390.475,-18.274197,-38.058273,-14.461061,1494.005005,1179.404663,660.114258,125.617081,85.440544,-124.006783,1482.870850,993.159363,-653.865173
46858,390.483,-18.331207,-38.124222,-13.745651,1489.826538,1180.071167,659.779968,125.223541,85.591209,-123.617943,1484.566406,993.360535,-653.989197
46859,390.492,-18.095459,-38.078430,-14.674007,1486.189087,1179.041992,660.986267,127.419281,85.592926,-126.002022,1486.162231,993.219482,-654.710327
46860,390.5,-18.226213,-37.984215,-14.853492,1482.429810,1179.336670,660.434204,127.240471,85.764572,-125.823395,1488.158325,992.852539,-655.117126
46861,390.508,-18.216257,-37.828918,-14.925379,1479.027344,1179.196167,660.738403,131.447662,85.736183,-130.078064,1490.340942,993.557922,-654.942322
46862,390.517,-18.417295,-37.740154,-15.321107,1475.538940,1179.634399,661.843201,129.857224,85.420578,-128.550095,1491.562988,993.720764,-654.639648
46863,390.525,-18.083643,-37.309326,-15.109866,1472.727295,1179.145386,662.353333,130.267776,85.570816,-128.854492,1493.683105,993.319275,-654.969055
46864,390.533,-18.417849,-37.601589,-15.347594,1469.062988,1178.973389,663.555176,132.036255,85.685562,-130.608154,1495.677002,993.697083,-655.434937
46865,390.542,-18.383484,-37.231369,-15.432415,1465.575073,1179.241333,663.885437,133.571564,85.735458,-132.080444,1497.229736,993.099670,-656.180420
46866,390.55,-18.500607,-37.117764,-15.442261,1462.926025,1179.996338,665.391113,133.383408,85.787018,-132.066925,1498.699463,993.218262,-656.355591
46867,390.558,-18.552856,-37.045399,-15.602468,1459.151001,1179.720337,665.383240,133.360794,85.823990,-132.117905,1500.062256,993.265930,-656.757385
46868,390.567,-18.522631,-37.195175,-15.743844,1455.481689,1179.550903,664.987061,136.198273,85.765694,-134.917740,1501.177856,993.721191,-656.583008
46869,390.575,-18.749693,-36.935169,-16.108034,1452.911377,1180.263306,667.054382,135.612366,85.787750,-134.331528,1502.194214,994.020020,-656.620972
46870,390.583,-18.761843,-36.947235,-16.084028,1449.241943,1180.115601,667.929016,134.115036,85.868965,-132.886475,1503.364746,994.027100,-656.746460
46871,390.592,-18.968801,-37.306561,-16.068689,1445.686279,1179.776611,667.332214,132.926239,85.964920,-131.759232,1504.481689,994.185852,-656.859985
46872,390.6,-18.778004,-37.444069,-15.851095,1442.857544,1180.406006,666.879272,133.743530,86.122711,-132.680649,1506.196533,994.290039,-657.289246
46873,390.608,-19.154041,-37.797272,-16.028160,1439.936523,1181.050293,668.582947,134.972076,86.290192,-133.893341,1507.901978,994.497864,-657.568115
46874,390.617,-19.210085,-37.894104,-15.989051,1436.613281,1180.422363,669.002930,133.897079,86.284760,-132.785568,1509.111206,994.059692,-657.858704
46875,390.625,-18.579956,-37.410404,-15.652536,1433.488770,1180.816895,668.164062,133.742096,86.178116,-132.709549,1510.495483,994.306885,-657.651245
46876,390.633,-19.157059,-37.956074,-15.856723,1430.706543,1180.535278,670.354309,137.180649,86.285576,-136.096207,1512.420898,994.568848,-658.000854
46877,390.642,-19.345594,-37.792999,-15.673872,1427.349976,1180.338379,671.103394,138.080902,86.386963,-137.052582,1514.154175,994.409058,-658.451416
46878,390.65,-19.380180,-37.187199,-15.367096,1424.248657,1180.447998,670.730408,142.728485,86.490242,-141.718430,1516.340576,994.439819,-658.750549
46879,390.658,-19.767136,-37.356102,-15.526905,1421.339844,1180.460083,672.160339,142.043625,86.581841,-141.061401,1518.049438,994.605835,-658.952087
46880,390.667,-19.461418,-37.545933,-14.914731,1418.213623,1180.683594,672.434021,139.659607,86.470360,-138.667053,1519.298950,995.133728,-658.258972
46881,390.675,-19.353296,-37.389179,-14.660502,1415.084961,1180.249390,672.520569,139.662094,86.471352,-138.689178,1520.661133,995.091919,-658.270020
46882,390.683,-19.663162,-37.548378,-14.780127,1412.680786,1180.821045,673.276306,145.963104,86.505188,-144.974899,1522.992554,994.971008,-658.735901
46883,390.692,-19.530884,-37.601566,-14.473359,1408.967285,1180.720337,673.755249,147.188644,86.663933,-146.218811,1524.405518,994.724243,-659.146545
46884,390.7,-19.443213,-37.641701,-13.746394,1406.475586,1180.838501,673.621704,146.813995,86.725174,-145.862671,1525.605469,994.698853,-659.060547
46885,390.708,-19.847460,-37.815876,-13.797241,1403.921875,1180.724243,674.154541,146.993729,86.806320,-146.086105,1526.583862,994.682678,-659.146545
46886,390.717,-20.131948,-37.925240,-13.768971,1400.935425,1181.304565,673.739136,147.981415,86.697685,-147.160645,1527.403320,995.377991,-658.239075
46887,390.725,-19.349516,-38.326458,-12.989979,1398.504150,1181.041016,674.063049,149.365250,87.001129,-148.430084,1530.039673,995.305481,-658.570923
46888,390.733,-19.764008,-37.726120,-13.090089,1395.587891,1180.879517,675.579956,148.325790,87.117470,-147.380081,1531.546753,995.249023,-658.371948
46889,390.742,-20.120459,-38.306416,-12.516006,1392.390869,1180.316284,674.926331,149.938263,87.009010,-149.062363,1532.903442,995.009033,-658.770447
46890,390.75,-20.479929,-38.382122,-12.483959,1389.380493,1180.011353,674.465942,151.402817,86.834404,-150.517685,1534.519897,994.941895,-658.959290
46891,390.758,-20.408525,-38.285431,-12.407492,1387.077393,1180.116089,674.319336,152.338745,86.872986,-151.343674,1536.280518,994.910889,-659.224243
46892,390.767,-20.683294,-38.673882,-12.043067,1384.407349,1180.543091,674.126221,155.321320,86.869110,-154.256241,1538.829224,995.597290,-658.788818
46893,390.775,-21.046284,-38.391415,-12.346634,1381.699585,1180.297974,674.774963,155.467651,86.869408,-154.509247,1540.134644,995.492615,-658.646973
46894,390.783,-20.850517,-37.816162,-12.624831,1379.855469,1180.375610,675.741333,154.949158,86.971832,-154.079346,1541.573608,995.454102,-658.769714
46895,390.792,-21.402834,-37.927773,-12.669296,1376.672241,1181.046631,674.627930,155.336075,87.113495,-154.431793,1543.293335,995.346130,-659.199402
46896,390.8,-21.349567,-37.924412,-12.303901,1374.656738,1180.667480,674.662720,159.217926,87.050896,-158.324875,1545.469116,995.860352,-658.669861
46897,390.808,-21.723009,-37.914745,-12.219348,1371.876709,1180.653931,674.168457,159.769608,87.312027,-158.750488,1547.409302,995.985840,-658.301086
46898,390.817,-21.696558,-37.803211,-12.152779,1369.543091,1181.024048,674.502136,155.792633,87.317444,-154.877701,1548.917969,995.724548,-657.970337
46899,390.825,-21.655979,-37.736374,-11.957158,1366.807495,1180.633057,673.911072,156.385315,87.215256,-155.423019,1551.338989,995.288452,-658.356323
46900,390.833,-21.846865,-37.993279,-12.140650,1364.161621,1180.299805,674.130371,158.930115,87.238861,-157.942184,1553.664795,995.296814,-658.274780
46901,390.842,-21.143278,-38.355499,-11.506533,1360.656250,1179.819214,672.817200,159.872223,87.360580,-158.816330,1555.647705,995.494873,-658.107422
46902,390.85,-21.268524,-38.725338,-11.387913,1357.103394,1179.802368,670.763245,160.313141,87.248627,-159.412170,1557.694214,995.607056,-657.944702
46903,390.858,-20.845942,-38.660797,-11.626646,1355.384155,1179.484009,670.689026,164.052765,87.229530,-163.176102,1560.000000,995.647827,-657.919434
46904,390.867,-20.762924,-38.854294,-11.542437,1352.398438,1180.402344,669.678955,161.334946,87.260521,-160.421112,1562.434326,995.959717,-657.176453
46905,390.875,-20.590956,-38.877800,-11.874617,1350.374146,1180.583496,668.927429,159.436890,87.171799,-158.477066,1564.613525,995.529907,-656.978333
46906,390.883,-20.083675,-38.432789,-11.733784,1347.519287,1179.733643,668.589661,160.943558,87.280266,-159.845612,1567.301758,994.901611,-657.617310
46907,390.892,-20.129950,-37.836304,-11.952663,1345.136719,1180.159912,668.357910,162.961533,87.299606,-161.981369,1569.842041,994.979126,-657.585876
46908,390.9,-19.805021,-38.128922,-12.224289,1343.023682,1180.450684,667.849670,160.826904,87.369492,-159.812744,1571.780884,995.483398,-656.795532
46909,390.908,-19.739323,-37.858276,-12.796582,1340.432007,1180.264893,666.796997,159.337936,87.357719,-158.357483,1574.249878,995.729980,-656.933105
46910,390.917,-19.443399,-38.130806,-13.054859,1337.699219,1181.051636,664.901245,158.867828,87.404739,-157.847107,1576.662231,995.323792,-656.863770
46911,390.925,-18.919621,-37.809265,-12.576154,1335.611572,1180.508057,665.369995,156.270615,87.400879,-155.173904,1579.106934,995.189209,-656.609924
46912,390.933,-18.524155,-37.894066,-12.955812,1332.877563,1180.699341,664.167419,152.564987,87.429504,-151.561813,1580.822388,994.908875,-656.538940
46913,390.942,-18.579044,-37.938957,-12.454173,1329.929688,1180.604858,663.034302,157.616852,87.382996,-156.600479,1583.515869,994.835327,-656.248596
46914,390.95,-18.355419,-37.338009,-12.451367,1327.866333,1180.824707,663.069580,149.383286,87.600449,-148.427261,1585.976196,994.961914,-655.910583
46915,390.958,-18.291658,-37.280823,-12.119396,1325.265381,1180.202759,662.459167,143.803345,87.477020,-142.910400,1587.755127,995.091431,-655.151245
46916,390.967,-17.957943,-38.071381,-11.994292,1323.071655,1180.425293,660.610718,148.636154,87.722336,-147.561295,1591.456909,994.930603,-656.217224
46917,390.975,-17.363825,-38.185856,-11.601442,1320.184326,1179.500854,659.029480,142.488495,87.747749,-141.441071,1593.731323,994.379456,-656.032776
46918,390.983,-17.536667,-38.049107,-11.676582,1317.480225,1179.476440,657.925354,135.630417,87.809647,-134.641861,1595.953613,995.029785,-655.103210
46919,390.992,-17.576860,-38.187504,-11.816489,1314.820190,1180.102051,655.977539,139.730057,87.919708,-138.703201,1599.437134,994.447083,-655.368591
46920,391.0,-17.670382,-37.711533,-12.033650,1312.026611,1180.171631,655.552429,133.007706,87.889969,-132.015625,1602.143921,994.154419,-655.441284
46921,391.008,-17.251627,-38.360844,-11.833235,1309.839233,1179.570312,653.842957,131.480957,87.867088,-130.515320,1604.966187,994.231506,-654.682617
46922,391.017,-16.715670,-37.746922,-11.607603,1307.563354,1178.896606,652.938538,126.714630,87.833923,-125.658188,1608.618652,994.044556,-654.937500
46923,391.025,-16.649763,-37.751377,-11.585318,1305.583252,1179.111694,651.919739,129.531525,87.853210,-128.529770,1611.224121,993.764160,-655.008667
46924,391.033,-16.998400,-37.863895,-11.896268,1302.589844,1179.672363,650.552917,127.269745,87.913887,-126.245750,1614.327148,994.419067,-654.511353
46925,391.042,-17.194578,-37.031384,-12.177457,1300.708740,1180.133667,650.173462,129.160645,87.825500,-128.056274,1617.111816,993.820435,-654.644897
46926,391.05,-17.424051,-37.256256,-12.124691,1297.530273,1180.297607,648.460999,124.665474,87.671616,-123.576363,1619.765747,993.887268,-653.904053
46927,391.058,-17.436262,-37.231693,-12.308449,1295.048218,1180.094604,647.261292,126.724480,87.740959,-125.686768,1623.463745,993.711243,-654.375916
46928,391.067,-17.041903,-37.338787,-12.289100,1293.057739,1179.649170,645.713684,124.106453,87.651840,-123.084351,1625.807495,993.425903,-654.367920
46929,391.075,-16.808426,-37.635696,-12.001988,1290.806641,1179.595703,642.599243,122.197304,87.408630,-121.292534,1628.902710,993.932129,-653.367676
46930,391.083,-17.007193,-37.636482,-12.167066,1288.461914,1179.635498,641.765564,123.880669,87.581703,-122.821449,1632.277222,993.458313,-653.351807
46931,391.092,-17.128378,-37.683201,-11.969543,1285.505981,1179.299194,640.698181,120.523842,87.470634,-119.478508,1635.754150,993.038574,-653.523743
46932,391.1,-16.717972,-37.723591,-11.892237,1283.485474,1178.918091,639.202454,121.881775,87.302292,-120.890541,1638.683472,992.873779,-653.121826
46933,391.108,-17.161690,-37.345818,-11.923497,1280.445801,1179.515015,638.206665,122.221962,87.278610,-121.202255,1641.848877,993.110962,-652.934692
46934,391.117,-17.075817,-37.193172,-12.017664,1278.295410,1179.554199,636.879456,123.898209,87.373009,-122.907875,1645.298462,993.201294,-652.936829
46935,391.125,-16.839474,-37.078789,-11.761250,1275.865234,1178.994873,635.454102,126.138176,87.053589,-125.012680,1648.546387,992.560120,-652.534058
46936,391.133,-16.587206,-37.524910,-11.531714,1273.413574,1178.326294,633.362061,128.642258,86.945282,-127.526260,1652.501221,992.225159,-653.253479
46937,391.142,-16.584124,-38.304119,-12.259415,1270.507690,1178.766113,631.090515,128.517899,86.725731,-127.382004,1655.285645,992.270325,-652.574524
46938,391.15,-16.669594,-37.609505,-11.985232,1268.057617,1178.251831,630.781616,127.236931,86.674438,-126.105865,1658.789307,992.525452,-652.224609
46939,391.158,-16.660776,-37.848072,-12.209048,1265.699707,1178.673584,628.843872,129.220261,86.712273,-128.073563,1662.142212,992.074524,-652.508423
46940,391.167,-17.022583,-37.138538,-12.358912,1263.117188,1178.404053,628.322815,127.775742,86.619087,-126.568298,1665.371094,991.765808,-652.414917
46941,391.175,-17.011034,-37.272301,-12.325352,1260.549194,1178.591431,626.975037,131.325623,86.653008,-130.153839,1668.860718,991.519836,-652.421143
46942,391.183,-17.097351,-37.186031,-12.452888,1258.218018,1178.322266,625.534912,127.398766,86.456215,-126.346329,1671.285278,992.040344,-651.462891
46943,391.192,-17.433392,-36.936573,-12.555214,1256.234985,1179.078491,623.404114,129.177673,86.195641,-128.034744,1674.421143,991.631714,-651.765686
46944,391.2,-16.588806,-37.363525,-12.128754,1254.118042,1178.225464,620.674622,129.570847,86.149895,-128.330856,1677.466797,991.272888,-651.774597
46945,391.208,-16.795807,-37.308254,-12.000157,1251.781250,1178.364746,619.828186,127.752403,86.243011,-126.582146,1680.510254,990.975586,-652.196228
46946,391.217,-16.663563,-37.927582,-11.867074,1248.954834,1178.448242,617.667358,125.993919,86.132904,-124.874229,1683.054077,991.036011,-651.755676
46947,391.225,-16.536739,-37.325752,-12.182976,1246.487427,1178.428345,616.653809,122.441063,86.097908,-121.340378,1685.915649,991.152893,-651.724487
46948,391.233,-17.106518,-36.982521,-12.349250,1243.774902,1178.520264,615.938232,120.473885,86.089752,-119.338188,1689.379761,990.763855,-651.890198
46949,391.242,-17.186342,-37.053375,-12.773702,1241.450684,1178.742065,614.410645,119.625954,86.168961,-118.576591,1692.491821,990.676941,-651.851257
46950,391.25,-17.096609,-37.313190,-12.564685,1238.496582,1178.388062,612.729370,117.874969,86.192795,-116.834457,1695.420288,990.679871,-651.642761
46951,391.258,-16.586866,-37.888905,-12.350647,1236.253174,1177.772461,610.447083,117.107254,85.858223,-116.118233,1697.853271,990.730652,-650.855957
46952,391.267,-16.405617,-37.615585,-12.455091,1234.248901,1177.470337,608.917786,118.798073,85.936073,-117.791504,1701.895508,990.209839,-651.611450
46953,391.275,-16.855255,-37.332634,-12.517738,1232.093750,1177.593750,607.100586,117.627563,85.853500,-116.631973,1704.807373,989.706360,-651.587769
46954,391.283,-16.794060,-37.486217,-12.348061,1230.075439,1178.010498,605.313354,119.110519,85.774429,-118.086716,1708.116455,990.284058,-650.906921
46955,391.292,-17.119667,-36.927017,-12.604945,1227.229980,1178.247803,604.233276,119.739418,85.718224,-118.692093,1711.460449,989.802002,-651.091675
46956,391.3,-17.802629,-36.362728,-13.361695,1224.201782,1178.338135,603.202820,119.780006,85.642006,-118.666931,1714.483398,989.521667,-650.992126
46957,391.308,-16.418604,-37.228268,-12.872192,1222.565063,1177.582153,599.972656,120.051079,85.533730,-119.012253,1717.526733,989.262329,-651.054749
46958,391.317,-16.235613,-36.958946,-12.878557,1220.636475,1177.155029,598.871765,121.108215,85.363052,-120.123222,1720.215210,988.908691,-651.046753
46959,391.325,-16.350342,-38.427197,-15.000205,1215.811401,1177.281860,594.708435,122.912560,85.274895,-121.844345,1723.231934,989.134949,-650.983154
46960,391.333,-16.300129,-38.579216,-15.504653,1213.391724,1177.265991,592.698975,123.823517,85.177612,-122.797157,1725.030151,989.530457,-650.646606
46961,391.342,-16.426519,-37.521694,-13.373988,1213.155151,1177.069092,593.197998,125.860855,84.961121,-124.778183,1727.803467,989.406128,-650.673401
46962,391.35,-17.468967,-37.347218,-12.804967,1211.164795,1177.885986,592.580872,128.170044,84.912796,-127.048409,1730.487183,989.178223,-651.016174
46963,391.358,-17.523621,-37.139938,-12.396445,1209.361816,1177.354370,591.567078,128.356277,84.640297,-127.267914,1733.130005,989.047852,-650.925903
46964,391.367,-17.377062,-37.114788,-12.104198,1207.021851,1177.676636,588.990967,130.544556,84.506721,-129.416458,1735.843262,988.823608,-651.029236
46965,391.375,-16.873201,-36.394405,-10.063743,1207.346680,1177.131714,589.815308,131.784317,84.506424,-130.573151,1738.115723,988.530151,-651.263428
46966,391.383,-17.186483,-37.367962,-12.353827,1202.810059,1177.475830,586.577209,132.694763,84.338501,-131.577713,1740.810791,988.575134,-651.208252
46967,391.392,-16.970055,-37.573231,-12.696596,1200.114136,1177.151978,584.422546,130.391312,84.331596,-129.248215,1743.395752,988.830017,-650.181641
46968,391.4,-16.595554,-37.508255,-13.105191,1197.734741,1177.171387,581.735291,129.357529,84.476265,-128.197205,1746.210449,988.160217,-651.085144
46969,391.408,-16.572180,-37.077000,-13.234354,1195.788208,1176.581787,580.432495,129.384094,84.509163,-128.252182,1748.888306,988.172546,-650.979187
46970,391.417,-17.443047,-36.721661,-13.773360,1193.291626,1177.698975,579.234009,126.643440,84.432617,-125.622429,1751.013184,988.670532,-650.041748
46971,391.425,-17.301046,-36.727333,-13.899731,1191.678711,1177.562866,577.711426,128.799240,84.586922,-127.623886,1754.092163,988.364502,-650.648804
46972,391.433,-17.162838,-36.610130,-13.803299,1189.062866,1177.386597,575.872986,128.792847,84.476532,-127.677383,1756.366455,987.862366,-651.263794
46973,391.442,-17.088394,-36.428379,-14.139470,1187.112183,1177.522949,574.374084,127.977066,84.552849,-126.841492,1758.778320,988.567322,-650.836182
46974,391.45,-17.157108,-36.517746,-14.221646,1184.856812,1177.169189,572.726379,126.649315,84.611389,-125.551651,1761.254761,987.853577,-650.998169
46975,391.458,-17.145536,-36.223026,-14.286890,1183.127441,1177.278931,571.785339,124.074776,84.956459,-123.063370,1763.746704,987.783630,-651.391052
46976,391.467,-17.159761,-36.163368,-14.139780,1180.711670,1176.743652,570.160156,125.269371,84.752327,-124.237267,1766.549561,987.477966,-651.712891
46977,391.475,-16.962835,-36.721775,-14.030433,1179.160889,1176.367554,567.444031,123.826958,84.614601,-122.872360,1768.074341,987.868652,-651.027161
46978,391.483,-16.938541,-36.757801,-14.238645,1177.182495,1175.971558,565.107483,126.382874,84.708809,-125.378967,1771.150269,988.161804,-651.639282
46979,391.492,-17.139812,-37.026638,-14.475690,1174.868286,1176.013306,563.530334,126.206253,84.723846,-125.218170,1773.027344,988.070557,-651.586487
46980,391.5,-16.244696,-37.314957,-14.242689,1172.897583,1175.152222,561.038635,128.966187,84.689972,-127.857277,1775.242065,988.236633,-651.730713
46981,391.508,-16.673237,-37.001438,-14.041741,1170.779785,1175.357788,560.037354,129.648071,84.599205,-128.570038,1777.834595,988.105652,-651.885071
46982,391.517,-16.731682,-37.270443,-13.905234,1169.486572,1175.605103,559.171448,130.652390,84.604492,-129.650604,1779.881104,987.498596,-651.716248
46983,391.525,-16.800861,-37.012039,-13.852544,1167.128540,1175.083618,557.872498,130.920120,84.588318,-129.824142,1782.213989,987.524658,-651.509583
46984,391.533,-17.016638,-36.987000,-12.940052,1165.999756,1173.954834,556.968079,129.986084,84.490234,-128.970993,1784.174438,987.876953,-650.739624
46985,391.542,-16.820967,-36.441631,-12.098366,1164.980591,1173.657593,555.865967,131.861908,84.497078,-130.842316,1786.294189,987.809021,-650.900208
46986,391.55,-16.762199,-36.637058,-13.102196,1162.600464,1173.836792,552.684875,130.782089,84.536003,-129.825119,1788.623047,987.491150,-651.482300
46987,391.558,-17.006897,-37.462776,-13.642139,1161.101318,1174.650635,550.834473,131.976120,84.612297,-131.004318,1790.885620,987.520996,-651.412048
46988,391.567,-16.563107,-37.559475,-13.917869,1158.554688,1174.066650,548.615540,132.242279,84.776932,-131.268555,1792.542480,988.174927,-650.810486
46989,391.575,-16.977030,-36.976669,-14.160861,1156.538940,1173.727783,548.256714,130.805756,84.670052,-129.850525,1794.578247,988.129883,-651.235107
46990,391.583,-16.688744,-36.281906,-14.076214,1154.902100,1173.628662,546.731201,130.861389,84.908081,-129.907654,1796.456665,988.078857,-651.664795
46991,391.592,-16.696371,-36.247673,-14.197103,1153.427490,1173.383057,545.477051,132.768524,84.886414,-131.808365,1798.281982,987.712463,-651.982910
46992,391.6,-16.720005,-36.964287,-14.400285,1151.910767,1173.411743,542.554199,129.853241,84.853027,-128.938065,1800.452759,987.878235,-651.765076
46993,391.608,-16.856150,-36.950081,-14.731718,1149.979614,1173.264038,540.167053,131.285645,84.827278,-130.410629,1802.177368,987.824158,-651.517090
46994,391.617,-16.564247,-36.862705,-14.508845,1148.611694,1173.039185,539.009521,131.218033,84.885399,-130.272888,1803.926270,987.671143,-651.825073
46995,391.625,-16.097443,-36.785339,-14.273463,1147.506348,1172.979248,537.843018,130.455368,84.913063,-129.571304,1805.924683,987.526611,-652.261841
46996,391.633,-16.166426,-36.984489,-14.554083,1145.125488,1172.654907,536.108643,131.508362,85.154671,-130.602005,1807.957764,987.919800,-652.053894
46997,391.642,-16.296696,-37.119232,-14.481712,1143.495239,1172.253784,535.055359,130.875107,85.026871,-129.975266,1809.209595,988.104736,-651.573425
46998,391.65,-16.294062,-37.162125,-14.577159,1142.081055,1172.655151,533.432800,129.231445,85.018524,-128.367157,1810.625977,988.296692,-651.442261
46999,391.658,-16.271755,-36.958099,-14.448689,1140.703125,1172.025635,531.573914,129.609756,85.152031,-128.712601,1812.750122,987.974854,-651.748047
47000,391.667,-15.639045,-37.572289,-15.496901,1138.490967,1171.799194,528.855774,131.804733,85.214966,-130.934616,1814.226440,987.878174,-651.878235
47001,391.675,-15.463849,-37.068222,-14.179083,1138.372803,1171.453125,528.078308,131.118805,85.343994,-130.233871,1815.908447,987.873291,-651.555420
47002,391.683,-16.186628,-36.620865,-14.171847,1136.632202,1171.860718,527.370911,128.904037,85.249954,-128.176239,1817.548096,988.203247,-650.987061
47003,391.692,-16.254627,-36.367352,-13.490680,1135.764038,1171.668091,527.220215,132.015305,85.297859,-131.191193,1819.684692,987.967896,-651.250671
47004,391.7,-16.029055,-36.256596,-13.262001,1135.086304,1171.799194,526.283081,132.820877,85.414841,-131.992798,1821.177856,988.137939,-650.933228
47005,391.708,-15.612817,-37.038898,-13.953827,1132.169434,1171.841309,522.994751,130.824234,85.463364,-129.963211,1822.733154,988.611572,-649.871582
47006,391.717,-15.960882,-37.248585,-14.094388,1130.424561,1171.838867,521.181152,131.639542,85.582352,-130.801956,1825.320801,988.245422,-650.619568
47007,391.725,-15.797543,-37.049541,-14.258225,1129.433472,1171.506836,520.118591,130.911804,85.783348,-130.062714,1827.085327,988.422852,-650.580200
47008,391.733,-15.450506,-37.030327,-14.141539,1128.751709,1170.778809,517.971069,133.098450,85.742104,-132.224243,1828.890869,987.881653,-650.454895
47009,391.742,-15.414562,-38.008072,-16.271189,1125.557129,1171.126221,514.279541,133.632538,85.603134,-132.872803,1830.882080,988.749023,-649.795776
47010,391.75,-15.179172,-37.897392,-16.066935,1124.880127,1170.789185,513.533142,134.621094,85.713570,-133.681412,1832.946045,988.473511,-650.086731
47011,391.758,-14.971944,-38.795223,-17.078997,1122.522583,1171.375366,510.465515,137.930420,85.898598,-136.961304,1835.124390,988.518982,-650.654114
47012,391.767,-14.869491,-38.040737,-16.434427,1121.706177,1170.659180,510.474915,137.135086,85.728264,-136.215073,1836.825073,988.305298,-650.824951
47013,391.775,-15.564810,-37.022114,-14.510887,1122.031128,1171.144531,512.081665,135.805893,85.678108,-134.905533,1838.213501,988.708252,-649.993713
47014,391.783,-16.124119,-37.081848,-13.622395,1121.385742,1171.097168,511.564972,139.052185,85.814926,-138.035355,1840.816040,988.829529,-650.021912
47015,391.792,-16.008537,-36.577538,-13.020497,1120.887085,1170.692383,510.883881,139.371170,85.839813,-138.374023,1842.155884,988.624146,-649.800232
47016,391.8,-16.328178,-37.000568,-13.193140,1119.904297,1170.938721,508.584747,139.449951,85.776375,-138.510284,1843.477417,988.803467,-649.549133
47017,391.808,-16.294590,-36.973145,-13.191871,1118.888672,1170.612183,507.683228,142.056381,85.664444,-141.089767,1845.284912,989.087952,-648.673401
47018,391.817,-16.272850,-36.879234,-13.301975,1117.960693,1170.662598,506.576355,142.694443,85.847549,-141.687668,1847.036255,989.121887,-648.518921
